name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Ritz LXi,0.857142857,275000,0.198362753,4,1,1,0
Chevrolet Aveo 1.6 LT with ABS,0.642857143,140000,0.148771755,4,1,1,2
Tata Altroz XZ,1,830000,0.01239651,4,1,1,0
Volkswagen Polo SR Petrol 1.2L,0.75,380000,0.061987508,4,1,1,0
Hyundai i10 Magna 1.2,0.642857143,150000,0.111578506,4,1,1,2
Chevrolet Spark 1.0 LS,0.571428571,50000,0.086783007,4,1,1,0
Mahindra Bolero SLX,0.571428571,155000,0.123976256,1,1,1,0
Mahindra Bolero SLX,0.571428571,155000,0.123976256,1,1,1,0
Skoda Superb 1.8 TFSI MT,0.642857143,300000,0.099180757,4,1,1,0
Maruti Alto 800 LXI,0.928571429,300000,0.020559188,4,0,1,0
Tata Tiago 2019-2020 XE Diesel,0.857142857,385000,0.047110209,1,0,1,0
Maruti Wagon R LXI,0.642857143,221000,0.063227283,4,0,1,0
Tata Tiago 1.05 Revotorq XE,0.857142857,381000,0.047110209,1,0,1,0
Maruti Alto 800 LXI,0.821428571,250999,0.043390884,4,0,1,0
Hyundai Santro LS zipPlus,0.357142857,60000,0.148771755,4,1,1,4
Tata Tiago 1.05 Revotorq XE,0.857142857,380000,0.047110209,1,0,1,0
Skoda Laura L n K 1.9 PD,0.571428571,180000,0.178526354,1,1,1,4
Maruti Ciaz ZDi Plus,0.892857143,751000,0.079344357,1,0,1,0
Mahindra XUV500 AT W10 FWD,0.821428571,1250000,0.074385258,1,0,0,0
Hyundai EON 1.0 Era Plus,0.785714286,229999,0.080584132,4,0,1,0
Tata Safari Storme EX,0.964285714,1250000,0.029753359,1,1,1,0
Mahindra Scorpio VLX 2WD BSIV,0.785714286,782000,0.071905708,1,0,1,2
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,0.785714286,780000,0.071905708,1,0,1,2
Maruti Alto 800 LXI,0.857142857,245000,0.084303457,4,0,1,0
Hyundai i20 1.4 CRDi Sportz,0.678571429,321000,0.100739154,1,0,1,0
Hyundai Grand i10 1.2 CRDi Sportz Option,0.892857143,509999,0.054548858,1,0,1,0
Tata Nano CX SE,0.821428571,110000,0.055788633,4,0,1,0
Volkswagen Polo Diesel Highline 1.2L,0.75,400000,0.092981882,1,0,1,0
Maruti Swift VXI,0.75,370000,0.111578506,4,1,1,0
Hyundai Verna CRDi ABS,0.535714286,175000,0.099180757,1,1,1,2
Mercedes-Benz E-Class 230,0.214285714,1000000,0.043390884,4,1,0,2
Maruti Alto 800 LXI,0.75,92800,0.030993134,4,1,1,2
Tata Xenon XT EX 4X2,0.785714286,291000,0.111578506,1,1,1,0
Maruti Alto 800 LXI,0.75,92800,0.030993134,4,1,1,2
Hyundai Verna 1.6 SX CRDi (O),0.75,335000,0.136374005,1,1,1,4
Maruti Omni 8 Seater BSIV,0.75,170000,0.043390884,4,1,1,0
Maruti Alto 800 LXI,0.964285714,295000,0.01239651,4,1,1,0
Renault KWID RXL,0.964285714,375000,0.01239651,4,1,1,0
Hyundai EON Era Plus,0.714285714,215000,0.086783007,4,1,1,2
Ford Fiesta 1.4 ZXi TDCi ABS,0.607142857,150000,0.136374005,1,1,1,2
Maruti Alto LXI,0.392857143,60000,0.006197635,4,1,1,2
Maruti Alto LX,0.5,52000,0.148771755,4,1,1,4
Maruti Omni LPG CARGO BSIII W IMMOBILISER,0.607142857,80000,0.111578506,3,1,1,2
Maruti Alto LX,0.714285714,140000,0.086783007,4,1,1,2
Hyundai Verna i (Petrol),0.571428571,120000,0.111578506,4,1,1,2
Ford Fiesta Classic 1.4 SXI Duratorq,0.5,110000,0.148771755,1,1,1,4
Tata New Safari Dicor EX 4X2 BS IV,0.714285714,280000,0.136374005,1,1,1,1
Toyota Etios VD,0.857142857,450000,0.061987508,1,1,1,2
Mahindra XUV500 W7,0.928571429,1150000,0.071905708,1,1,1,0
Maruti Baleno Delta 1.3,0.928571429,650000,0.018595385,1,1,1,0
Tata Zest Revotron 1.2T XE,0.821428571,300000,0.074385258,4,1,1,2
Tata Nano Twist XT,0.821428571,73000,0.070665933,4,1,1,0
Maruti Swift VDI BSIV,0.821428571,400000,0.107859181,1,1,1,4
Renault KWID 1.0 RXT Optional,0.892857143,300000,0.086783007,4,1,1,0
Maruti Wagon R AX,0.714285714,300000,0.037192009,4,1,0,2
Maruti Swift Dzire VDI,0.714285714,450000,0.099180757,1,1,1,0
Hyundai Santro Xing GLS,0.607142857,200000,0.123976256,4,1,1,2
Maruti Swift VXI,0.964285714,580000,0.049589758,4,1,1,0
Hyundai Grand i10 1.2 Kappa Asta,0.892857143,550000,0.004854959,4,1,1,0
Mahindra Scorpio SLX 2.6 Turbo 8 Str,0.535714286,190000,0.198362753,1,1,1,2
Tata Tiago 1.05 Revotorq XT Option,0.892857143,450000,0.043390884,1,1,1,0
Chevrolet Spark 1.0 LS,0.785714286,220000,0.086783007,4,1,1,0
Maruti SX4 ZXI MT BSIV,0.714285714,310000,0.085628777,4,0,1,0
Hyundai Elite i20 Sportz Plus BSIV,0.964285714,650000,0.016735722,4,1,1,0
Maruti Wagon R Stingray VXI,0.785714286,300000,0.073218629,4,0,1,0
Hyundai Accent Executive,0.75,200000,0.086783007,4,1,1,0
Honda Brio S MT,0.714285714,285000,0.048398335,4,0,1,0
Honda Brio Exclusive Edition,0.785714286,335000,0.040952246,4,0,1,0
Hyundai Verna Transform SX VTVT,0.678571429,370000,0.068394665,4,1,1,2
Hyundai i20 1.2 Sportz,0.75,375000,0.050880364,4,0,1,0
Hyundai i10 Magna,0.607142857,235000,0.083146747,4,0,1,0
Hyundai i10 Sportz 1.2 AT,0.75,345000,0.081905732,4,0,0,0
Mahindra Quanto C8,0.75,365000,0.101761968,1,0,1,0
Hyundai Grand i10 Sportz,0.785714286,400000,0.059507958,4,1,1,0
Hyundai EON D Lite Plus,0.821428571,250000,0.037192009,4,1,1,0
Hyundai Verna SX CRDi AT,0.714285714,465000,0.086869791,1,0,0,0
Renault KWID RXT,0.892857143,300000,0.01239651,4,1,1,0
Maruti Swift Dzire ZXI 1.2 BS IV,0.928571429,655000,0.030993134,4,1,1,0
Maruti Wagon R LXI CNG,0.857142857,350000,0.037192009,0,1,1,2
Hyundai i10 Sportz 1.2 AT,0.821428571,500000,0.061987508,4,0,0,0
Hyundai Grand i10 AT Asta,0.821428571,465000,0.078182688,4,0,0,0
Maruti Swift VDi BSIII W/ ABS,0.571428571,263000,0.086783007,1,1,1,0
Maruti Omni MPI STD BSIV,0.714285714,250000,0.111578506,4,1,1,0
Hyundai Accent GLE 1,0.25,60000,0.111578506,4,1,1,1
Hyundai Getz GLX,0.464285714,70000,0.111578506,4,1,1,4
Chevrolet Sail Hatchback 1.2 LS,0.857142857,250000,0.037192009,4,1,1,0
Hyundai EON Magna Plus,0.857142857,229999,0.099180757,4,1,1,0
Chevrolet Optra Magnum 2.0 LS,0.678571429,195000,0.148771755,1,1,1,0
Datsun RediGO S,0.857142857,270000,0.027273809,4,1,1,0
Honda WR-V i-DTEC VX,0.892857143,650000,0.173567254,1,1,1,0
Hyundai i20 Asta 1.4 CRDi,0.785714286,370000,0.099180757,1,1,1,2
Maruti Swift VDI Optional,0.857142857,509999,0.049589758,1,1,1,0
Maruti Zen Estilo VXI BSIV,0.678571429,280000,0.040911334,4,1,1,0
Maruti A-Star Vxi,0.642857143,180000,0.049589758,4,1,1,0
Renault KWID 1.0 RXT Optional,0.928571429,300000,0.013016397,4,1,1,0
Mahindra Bolero 2011-2019 SLX,0.75,400000,0.132654681,1,1,1,0
Hyundai i10 Sportz 1.2,0.642857143,210000,0.074385258,4,1,1,2
Hyundai Santro Xing XG eRLX Euro III,0.5,90000,0.148771755,4,1,1,2
Maruti Wagon R LXI BS IV,0.642857143,222000,0.086783007,4,1,1,0
Maruti Alto 800 LXI,0.821428571,240000,0.061987508,4,1,1,2
Toyota Etios Liva GD,0.75,450000,0.086783007,1,1,1,2
Ford Ecosport 1.5 Petrol Ambiente,0.892857143,650000,0.00743741,4,1,1,0
Hyundai Verna SX Diesel,0.642857143,200000,0.096701207,1,0,1,2
Hyundai Verna SX Diesel,0.678571429,210000,0.089262557,1,0,1,4
Tata Nano Cx BSIV,0.678571429,75000,0.011811336,4,0,1,0
Toyota Innova 2.5 G (Diesel) 8 Seater,0.678571429,450000,0.167616334,1,0,1,0
Hyundai i20 1.2 Sportz,0.678571429,220000,0.071905708,4,0,1,2
Hyundai i20 Magna 1.4 CRDi (Diesel),0.75,325000,0.096701207,1,0,1,2
Tata Zest Revotron 1.2T XE,0.928571429,450000,0.055788633,4,1,1,0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,0.892857143,825000,0.043390884,1,1,1,0
Hyundai Accent GLS,0.535714286,125000,0.094221657,4,0,1,4
Mahindra Xylo D2 BS IV,0.821428571,434999,0.123976256,1,1,1,4
Mahindra Scorpio SLE BSIV,0.678571429,484999,0.122736481,1,1,1,2
Maruti Ritz VDi,0.607142857,175000,0.099180757,1,1,1,4
Honda Civic 1.8 S MT,0.5,220000,0.148771755,4,1,1,4
Honda BR-V i-VTEC VX MT,1,1250000,0.001362513,4,0,1,0
Maruti Omni E MPI STD BS IV,0.892857143,215000,0.042151109,4,0,1,0
Mahindra XUV500 W6 2WD,0.785714286,625000,0.084303457,1,0,1,0
Ford EcoSport 1.5 Diesel Titanium BSIV,0.928571429,615000,0.018595385,1,1,1,0
Chevrolet Beat Diesel PS,0.714285714,130000,0.071905708,1,0,1,0
Tata Indigo CS eLX BS IV,0.75,175000,0.062359441,1,1,1,0
Tata Indigo CR4,0.678571429,150000,0.086783007,1,1,1,2
Tata Indica Vista TDI LS,0.678571429,195000,0.074385258,1,1,1,4
Maruti Ertiga 1.5 VDI,1,550000,0.111578506,1,1,1,0
Isuzu D-Max V-Cross Standard,0.928571429,1500000,0.049589758,1,1,1,0
Skoda Superb 1.8 TFSI MT,0.642857143,400000,0.099180757,4,1,1,2
Nissan Kicks XV Premium D BSIV,0.964285714,1350000,0.018595385,1,1,1,0
Maruti Swift 1.2 DLX,0.821428571,217000,0.055788633,4,1,1,0
Maruti Swift VDI BSIV,0.678571429,290000,0.161169505,1,1,1,2
Mahindra Bolero Power Plus SLX,0.928571429,700000,0.099180757,1,1,1,0
Maruti Alto 800 Base,0.785714286,175000,0.049589758,4,1,1,0
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,0.892857143,575000,0.099180757,1,1,1,0
Maruti Ritz LDi,0.857142857,380000,0.123976256,1,1,1,2
Mahindra Xylo D4 BSIV,0.75,350000,0.187978398,1,1,1,2
Renault Duster 85PS Diesel RxL Optional,0.714285714,450000,0.198362753,1,1,1,0
Hyundai Santro AT CNG,0.464285714,130000,0.136374005,0,1,1,2
Maruti Swift VDI BSIV,0.821428571,320000,0.092758722,1,1,1,0
Mahindra XUV500 W6 2WD,0.785714286,550000,0.101660307,1,1,1,0
Maruti Wagon R VXI BS IV,0.821428571,370000,0.061987508,4,1,1,2
Chevrolet Beat LT,0.642857143,114999,0.086783007,4,1,1,2
Ford Ecosport Sports Petrol,1,1100000,0.001238535,4,1,1,0
Hyundai Tucson CRDi,0.5,170000,0.210760503,1,1,1,0
Tata Indigo TDI,0.571428571,80000,0.185965004,1,1,1,4
Ford EcoSport 1.5 Diesel Titanium BSIV,0.964285714,950000,0.021074934,1,1,1,0
Maruti Swift Dzire VDI,0.785714286,425000,0.185965004,1,1,1,0
Hyundai i20 Asta Option 1.4 CRDi,0.821428571,500000,0.099180757,1,1,1,0
Hyundai Santro Xing XG eRLX Euro III,0.464285714,70000,0.210760503,4,1,1,4
Honda Amaze S i-Dtech,0.75,349000,0.148771755,1,1,1,0
Hyundai i20 1.2 Sportz,0.714285714,330000,0.111578506,4,1,1,4
Hyundai Santro Xing GLS,0.642857143,120000,0.111578506,4,1,1,4
Hyundai Verna 1.6 SX CRDi (O),0.75,430000,0.123976256,1,1,1,2
Maruti Swift VDI BSIV,0.785714286,390000,0.111578506,1,1,1,0
Nissan Micra Diesel XV Primo,0.714285714,225000,0.15992973,1,1,1,0
Mahindra Scorpio VLS AT 2.2 mHAWK,0.642857143,350000,0.230596902,1,1,0,2
Tata Sumo LX,0.607142857,100000,0.082788452,1,1,1,0
Hyundai EON Era Plus,0.785714286,190000,0.061987508,4,1,1,0
Hyundai i20 Sportz 1.4 CRDi,0.785714286,315000,0.136374005,1,1,1,2
Hyundai Grand i10 CRDi Magna,0.821428571,300000,0.074385258,1,1,1,2
Renault KWID RXT,0.857142857,280000,0.049589758,4,1,1,0
Hyundai Tucson 2.0 e-VGT 2WD MT,0.892857143,1650000,0.068186383,1,0,1,0
Hyundai EON Era Plus,0.821428571,295000,0.026034034,4,0,1,2
Jaguar XF 5.0 Litre V8 Petrol,0.714285714,2050000,0.082273946,4,0,0,2
Hyundai Creta 1.6 VTVT AT SX Plus,0.928571429,1475000,0.014504127,4,0,0,0
Hyundai Verna VTVT 1.6 AT SX Option,0.892857143,1100000,0.01239651,4,1,0,0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,0.785714286,4400000,0.123976256,1,1,0,2
Maruti Swift ZXI BSIV,0.857142857,670000,0.008806122,4,2,1,0
Maruti S-Cross Zeta DDiS 200 SH,0.821428571,750000,0.056996174,1,2,1,0
Hyundai Verna 1.6 VTVT SX,0.821428571,760000,0.068607906,4,2,1,0
Volkswagen Polo GTI,0.892857143,850000,0.024794259,4,0,0,2
Renault Pulse RxL,0.821428571,390000,0.076350301,1,2,1,0
Maruti Celerio VXI AMT BSIV,0.857142857,450000,0.04886449,4,2,0,2
Honda Brio V MT,0.785714286,425000,0.036763047,4,2,1,0
Maruti Baleno Alpha 1.3,0.857142857,770000,0.080177486,1,2,1,0
Hyundai Creta 1.6 SX Automatic Diesel,0.821428571,1150000,0.067732625,1,2,0,2
Honda City i VTEC V,0.821428571,775000,0.08246983,4,2,1,0
Hyundai Elite i20 Asta Option CVT BSIV,0.964285714,720000,0.003718085,4,1,0,0
Toyota Innova Crysta 2.4 GX AT,0.928571429,1725000,0.029721125,1,0,0,2
Tata Tiago 1.2 Revotron XZ,0.928571429,539000,0.01239651,4,1,1,0
Maruti Celerio ZXI,0.892857143,420000,0.061987508,4,1,1,0
Maruti Omni E 8 Str STD,0.321428571,85000,0.086783007,4,1,1,4
OpelCorsa 1.6Gls,0.428571429,142000,0.090502332,4,1,1,1
Hyundai EON D Lite,0.785714286,180000,0.094221657,4,1,1,2
Chevrolet Tavera Neo 3 Max 9 Str BSIII,0.785714286,400000,0.148771755,1,1,1,2
Mahindra Scorpio VLX 2WD ABS AT BSIII,0.607142857,360000,0.210760503,1,1,0,4
Hyundai Santro Xing XG,0.392857143,85000,0.136374005,4,1,1,2
Honda Brio 1.2 S MT,0.857142857,350000,0.078600492,4,1,1,0
Datsun GO Plus T BSIV,0.821428571,380000,0.030993134,4,1,1,0
Hyundai i10 Era,0.607142857,140000,0.099180757,4,1,1,4
Maruti Wagon R VXI BS IV,0.714285714,200000,0.111578506,4,1,1,0
Hyundai Santro Xing GL,0.678571429,150000,0.194643428,4,1,1,0
Tata Indica Vista Quadrajet LS,0.714285714,150000,0.099180757,1,1,1,2
Maruti 800 Std BSII,0.5,90000,0.049589758,4,1,1,2
Mahindra Bolero SLX 2WD,0.535714286,300000,0.123976256,1,1,1,2
Renault KWID RXT,0.892857143,280000,0.061987508,4,1,1,0
Maruti Alto K10 2010-2014 VXI,0.678571429,200000,0.049589758,4,1,1,0
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,0.607142857,110000,0.047730096,4,1,1,2
Hyundai i10 Magna,0.571428571,140000,0.128837413,4,1,1,2
Hyundai Creta 1.4 EX Diesel,1,1050000,0.01239651,1,1,1,0
Honda City i-VTEC VX,0.928571429,1150000,0.018378424,4,0,1,0
Honda BR-V i-DTEC VX MT,0.857142857,910000,0.053776478,1,0,1,0
Ford Figo Diesel Titanium,0.642857143,160000,0.126836417,1,0,1,0
Maruti Zen LX,0.428571429,105000,0.097940982,4,1,1,2
Skoda Octavia Elegance 2.0 TDI AT,0.785714286,1200000,0.167368379,1,1,0,4
Renault KWID 1.0 RXT Optional,0.928571429,300000,0.013016397,4,1,1,0
Maruti Wagon R LXI,0.428571429,70000,0.111578506,4,1,1,1
Chevrolet Beat Diesel,0.714285714,160000,0.136374005,1,1,1,0
Chevrolet Beat Diesel LS,0.714285714,160000,0.061987508,1,1,1,0
Chevrolet Sail Hatchback LT ABS,0.75,225000,0.099180757,1,1,1,0
Honda Jazz 1.5 VX i DTEC,0.928571429,790000,0.024262396,1,0,1,0
Honda City 1.3 EXI,0.357142857,145000,0.123976256,4,1,1,0
Honda City i-VTEC ZX,0.928571429,1200000,0.036696099,4,0,1,0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,0.928571429,930000,0.024794259,1,1,1,0
Hyundai EON D Lite,0.857142857,210000,0.037192009,4,1,1,0
Hyundai Getz 1.5 CRDi GVS,0.571428571,110000,0.190924103,1,1,1,4
Maruti Swift LXI,0.678571429,175000,0.086783007,4,1,1,0
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,0.928571429,950000,0.018595385,1,1,0,0
Renault Lodgy Stepway 85PS RXZ 8S,0.892857143,650000,0.049589758,1,1,1,0
Maruti Swift VXI,0.964285714,550000,0.063227283,4,1,1,0
Maruti Alto LX BSIII,0.571428571,85000,0.148771755,4,1,1,2
Maruti Celerio LXI MT BSIV,0.964285714,340000,0.061987508,4,1,1,0
Renault Captur 1.5 Diesel RXT,0.892857143,825000,0.016735722,1,1,1,0
Toyota Etios 1.5 V,0.857142857,509999,0.043390884,4,1,1,0
Renault Duster 85PS Diesel RxL,0.75,450000,0.001238535,1,0,1,2
Mercedes-Benz C-Class Progressive C 220d,0.928571429,3800000,0.01239651,1,0,0,0
Audi A4 3.0 TDI Quattro,0.75,1580000,0.106619406,1,0,0,0
BMW X5 xDrive 30d xLine,0.964285714,4950000,0.037192009,1,0,0,0
Hyundai Creta 1.6 CRDi SX,0.857142857,535000,0.065210923,1,1,1,0
Maruti SX4 Vxi BSIV,0.714285714,225000,0.136374005,4,1,1,2
Hyundai Grand i10 1.2 Kappa Magna AT,0.892857143,550000,0.024657884,4,0,0,0
Maruti Swift ZXI BSIV,0.857142857,670000,0.008806122,4,2,1,0
Maruti Ertiga VXI,0.821428571,625000,0.014774398,4,2,1,0
Hyundai Grand i10 Magna AT,0.892857143,520000,0.013028795,4,0,0,0
Chevrolet Beat LT Option,0.857142857,239000,0.050829533,4,0,1,0
Toyota Fortuner 4x2 AT,0.892857143,2600000,0.058469027,1,2,0,0
Maruti S-Cross Zeta DDiS 200 SH,0.821428571,750000,0.056996174,1,2,1,0
Hyundai i10 Magna,0.714285714,229999,0.061769308,4,0,1,0
Audi A6 2.0 TDI Premium Plus,0.75,1300000,0.072525595,1,0,0,0
Hyundai Santro GS,0.464285714,80000,0.070145227,4,0,1,0
Skoda Laura Ambiente 2.0 TDI CR MT,0.714285714,385000,0.064467058,1,0,1,0
Hyundai Verna 1.6 VTVT SX,0.821428571,760000,0.068607906,4,2,1,0
Maruti Swift Dzire VDI,0.892857143,600000,0.057656974,1,2,1,0
Renault Duster 85PS Diesel RxL,0.75,450000,0.001238535,1,0,1,2
Mercedes-Benz C-Class Progressive C 220d,0.928571429,3800000,0.01239651,1,0,0,0
Audi A4 3.0 TDI Quattro,0.75,1580000,0.106619406,1,0,0,0
BMW X5 xDrive 30d xLine,0.964285714,4950000,0.037192009,1,0,0,0
Hyundai Creta 1.6 CRDi SX,0.857142857,535000,0.065210923,1,1,1,0
Maruti SX4 Vxi BSIV,0.714285714,225000,0.136374005,4,1,1,2
Hyundai Grand i10 1.2 Kappa Magna AT,0.892857143,550000,0.024657884,4,0,0,0
Maruti Swift ZXI BSIV,0.857142857,670000,0.008806122,4,2,1,0
Maruti Ertiga VXI,0.821428571,625000,0.014774398,4,2,1,0
Hyundai Grand i10 Magna AT,0.892857143,520000,0.013028795,4,0,0,0
Chevrolet Beat LT Option,0.857142857,239000,0.050829533,4,0,1,0
Toyota Fortuner 4x2 AT,0.892857143,2600000,0.058469027,1,2,0,0
Maruti S-Cross Zeta DDiS 200 SH,0.821428571,750000,0.056996174,1,2,1,0
Hyundai i10 Magna,0.714285714,229999,0.061769308,4,0,1,0
Audi A6 2.0 TDI Premium Plus,0.75,1300000,0.072525595,1,0,0,0
Hyundai Santro GS,0.464285714,80000,0.070145227,4,0,1,0
Skoda Laura Ambiente 2.0 TDI CR MT,0.714285714,385000,0.064467058,1,0,1,0
Hyundai Verna 1.6 VTVT SX,0.821428571,760000,0.068607906,4,2,1,0
Maruti Swift Dzire VDI,0.892857143,600000,0.057656974,1,2,1,0
Maruti Baleno Alpha 1.3,0.892857143,650000,0.086783007,1,1,1,0
Chevrolet Spark 1.0 LS,0.678571429,140000,0.074385258,4,1,1,2
Maruti Alto LXi,0.678571429,150000,0.086783007,4,1,1,0
Datsun GO Plus A Option Petrol,0.928571429,450000,0.01239651,4,1,1,2
Hyundai Accent CRDi,0.5,170000,0.30404613,1,1,1,1
Renault KWID 1.0 RXT Optional,0.892857143,400000,0.074385258,4,1,1,0
Tata Tiago 1.2 Revotron XE,0.857142857,300000,0.037192009,4,1,1,0
Maruti Alto 800 Base,0.714285714,250000,0.00991696,4,1,1,0
Tata Tigor 1.2 Revotron XM,0.964285714,500000,0.01239651,4,1,1,0
Hyundai Accent CRDi,0.357142857,85000,0.123976256,1,1,1,4
Nissan Sunny Diesel XL,0.714285714,300000,0.136374005,1,1,1,0
Hyundai Santro GS,0.464285714,80000,0.070145227,4,0,1,0
Mahindra XUV500 AT W8 FWD,0.821428571,740000,0.055788633,1,0,0,0
Hyundai Santro Xing XG,0.464285714,70000,0.084923345,4,0,1,0
Hyundai Santro Sportz AMT,0.964285714,484999,0.006206313,4,0,0,0
Nissan Micra Active XV S,0.75,164000,0.037192009,4,1,1,0
Honda City 1.5 V AT,0.571428571,140000,0.086783007,4,1,0,0
Mercedes-Benz E-Class E250 CDI Elegance,0.678571429,999000,0.061491598,1,0,0,0
Maruti Alto LXI,0.464285714,56000,0.028513584,4,1,1,2
BMW 7 Series 730Ld,0.5,1050000,0.037192009,1,0,0,0
Hyundai Verna 1.6 VTVT,0.642857143,190000,0.047110209,4,0,1,0
Audi Q5 3.0 TDI Quattro Technology,0.928571429,3899000,0.027273809,1,0,0,0
Hyundai i10 Sportz 1.2,0.678571429,235000,0.053433061,4,0,1,0
Datsun GO Plus T,0.892857143,350000,0.012608511,4,0,1,0
Renault Duster 110PS Diesel RxL,0.821428571,465000,0.050982026,1,0,1,0
Toyota Camry Hybrid 2.5,0.892857143,1900000,0.024940553,4,0,0,0
Honda City i DTec SV,0.785714286,450000,0.049589758,1,0,1,0
Volkswagen Jetta 2.0L TDI Highline,0.821428571,790000,0.065108022,1,0,1,0
Mahindra Marazzo M2 8Str,0.964285714,900000,0.024794259,1,1,1,0
Ford Ecosport 1.5 DV5 MT Titanium Optional,0.785714286,450000,0.122881535,1,0,1,0
Chevrolet Spark 1.0 LS,0.607142857,135000,0.111578506,4,1,1,0
Maruti Celerio ZXI MT BSIV,0.964285714,425000,0.004585928,4,1,1,0
Tata Indica Vista Terra 1.4 TDI,0.642857143,100000,0.099180757,1,1,1,0
Ford EcoSport 1.5 TDCi Titanium BSIV,0.821428571,650000,0.123976256,1,1,1,2
Tata Indica Vista Aqua 1.4 TDI,0.678571429,90000,0.066946608,1,1,1,0
Hyundai EON Era Plus,0.892857143,250000,0.023554484,4,1,1,0
Maruti Swift Dzire VDI,0.785714286,300000,0.148771755,1,1,1,0
Maruti Wagon R VXI BS IV,0.785714286,275000,0.037192009,4,1,1,0
Honda BRV i-VTEC V MT,0.892857143,600000,0.053928971,4,1,1,0
Renault KWID RXT,0.857142857,270000,0.074385258,4,1,1,2
Renault KWID RXT Optional,0.857142857,240000,0.086783007,4,1,1,2
Skoda Octavia Elegance 2.0 TDI AT,0.785714286,1200000,0.167368379,1,1,0,4
Chevrolet Beat Diesel LS,0.714285714,160000,0.061987508,1,1,1,0
Honda Jazz 1.5 VX i DTEC,0.928571429,790000,0.024262396,1,0,1,0
Honda City i-VTEC ZX,0.928571429,1200000,0.036696099,4,0,1,0
Maruti Swift LXI,0.678571429,175000,0.086783007,4,1,1,0
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,0.928571429,950000,0.018595385,1,1,0,0
Maruti Celerio LXI MT BSIV,0.964285714,340000,0.061987508,4,1,1,0
Renault Captur 1.5 Diesel RXT,0.892857143,825000,0.016735722,1,1,1,0
Audi A4 30 TFSI Technology,0.928571429,3100000,0.027273809,4,1,0,0
Honda Amaze VX Diesel BSIV,0.928571429,780000,0.030993134,1,0,1,0
Toyota Corolla Altis 1.8 VL AT,0.642857143,350000,0.099180757,4,1,0,4
Honda Amaze VX Petrol BSIV,0.928571429,690000,0.048349984,4,0,1,0
Maruti Alto 800 VXI,0.857142857,245000,0.074385258,4,1,1,0
Honda Amaze VX Diesel BSIV,0.928571429,790000,0.060747733,1,0,1,0
Honda Amaze VX i-VTEC,0.928571429,680000,0.060251823,4,0,1,0
Hyundai Grand i10 Asta Option,0.892857143,540000,0.024794259,4,1,1,2
Mahindra KUV 100 mFALCON G80 K2,0.857142857,425000,0.030993134,4,1,1,0
Maruti Zen Estilo Sports,0.571428571,140000,0.148771755,4,1,1,0
Maruti Ertiga ZDI Plus,0.964285714,1100000,0.037192009,1,1,1,0
Renault Lodgy 85PS RxL,0.821428571,715000,0.043390884,1,1,1,0
Maruti Swift VXI,0.75,370000,0.111578506,4,1,1,0
Hyundai Verna CRDi ABS,0.535714286,175000,0.099180757,1,1,1,2
Mercedes-Benz E-Class 230,0.214285714,1000000,0.043390884,4,1,0,2
Maruti Alto 800 LXI,0.75,92800,0.030993134,4,1,1,2
Tata Xenon XT EX 4X2,0.785714286,291000,0.111578506,1,1,1,0
Maruti Alto 800 LXI,0.75,92800,0.030993134,4,1,1,2
Renault KWID 1.0 RXT Optional,0.857142857,350000,0.024794259,4,1,1,0
Maruti Omni 5 Str STD,0.214285714,65000,0.074385258,4,0,1,4
Maruti Swift Dzire VDI,0.821428571,650000,0.071905708,1,1,1,0
Maruti Wagon R LX BS IV,0.785714286,350000,0.049589758,4,0,1,0
Maruti Wagon R LXI,0.464285714,75000,0.086783007,4,1,1,2
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),0.714285714,440000,0.086783007,1,0,1,0
Hyundai Santro Xing GLS,0.75,270000,0.074385258,4,1,1,0
Toyota Innova 2.5 V Diesel 7-seater,0.785714286,1150000,0.167368379,1,0,1,0
Maruti Omni 8 Seater BSII,0.821428571,238000,0.086783007,4,0,1,0
Mercedes-Benz B Class B180 Sports,0.75,1100000,0.049589758,4,1,0,2
Mahindra XUV500 W10 2WD,0.821428571,1200000,0.092981882,1,0,1,2
Skoda Fabia 1.2L Diesel Ambiente,0.642857143,260000,0.185965004,1,1,1,0
Toyota Etios VD,0.714285714,350000,0.173567254,1,1,1,4
Toyota Etios Liva VD,0.821428571,480000,0.086783007,1,1,1,0
Toyota Etios Liva GD,0.714285714,345000,0.170157873,1,1,1,2
Mahindra Scorpio M2DI,0.75,500000,0.136374005,1,1,1,2
Hyundai Grand i10 Asta Option,0.892857143,595000,0.033472684,4,0,1,0
Hyundai Verna CRDi 1.6 SX Option,0.964285714,1295000,0.011156735,1,0,1,0
Volkswagen Vento 1.5 TDI Highline BSIV,0.964285714,1350000,0.006693545,1,0,1,3
Renault KWID Climber 1.0 MT Opt BSIV,1,541000,0.001238535,4,0,1,3
Hyundai Santro Asta,0.928571429,515000,0.01983516,4,0,1,0
